country,iso_code,start_year,end_year,population_start,co2_start,co2_end,gdp_per_capita_start,gdp_per_capita_end,energy_intensity_start,energy_intensity_end,carbon_intensity_start,carbon_intensity_end,co2_pct,gdp_per_capita_pct,energy_intensity_pct,carbon_intensity_pct,score_decarbonization,score_prosperity,score_efficiency,score_clean,kaya_score
Bosnia and Herzegovina,BIH,2000,2022,4159785.0,13.702133178710938,20.742835998535156,6642.100369850846,14687.06598254744,1.974149786655385e-09,1.925446593181355e-09,0.251207015913972,0.2288760805994542,0.5138399056552295,1.2112080764713362,-0.02467046513048189,-0.08889455269897883,23.846674528730876,100.0,32.09578073292599,55.55636467128269,52.462249673025134
Saudi Arabia,SAU,2000,2022,16177733.0,309.6391296386719,666.9935302734375,30181.75799136999,56685.82115346621,2.7338829264756933e-09,1.7271108933079692e-09,0.2319603360994735,0.2117403674602522,1.154099616065238,0.878148422291195,-0.3682571859306263,-0.08716994025457091,0.0,88.92258384465408,81.17959799008948,55.309991464938705,52.2940634254161
China,CHN,2000,2022,1269581174.0,3643.8095703125,11711.8076171875,4688.697622439698,18921.1364730236,1.9823474057118115e-09,1.6508367625105141e-09,0.3087899846162007,0.2630891842928297,2.214165666781284,3.0354780787032825,-0.16723135523375132,-0.14799961980688325,0.0,100.0,52.461622176250195,63.99994568669761,51.49231085692444
Jordan,JOR,2000,2022,5386945.0,15.400890350341797,22.42768287658691,6650.382005013974,8820.136183579123,1.849430468160956e-09,1.1530551177601036e-09,0.2324441854854914,0.195913599955854,0.45625885039102076,0.32626008204179696,-0.37653502653350185,-0.15715852583422674,28.64509580074827,38.75091654925427,82.36214664764313,65.30836083346097,51.08077741543192
Mexico,MEX,2000,2022,98625553.0,391.4352722167969,453.7991027832031,12584.919799243104,15810.499473374084,1.366568357721426e-09,1.1295467290566e-09,0.2307749646727601,0.1975734485196031,0.15932092734827935,0.25630514342451166,-0.17344293633435837,-0.14386966194637663,53.38992272097671,32.39137667495561,53.34899090490835,63.40995170662523,50.63710709266989
Colombia,COL,2000,2022,39089939.0,56.21294021606445,89.43694305419922,8457.818766946655,14355.362737104511,9.50301008162293e-10,8.445032321010396e-10,0.1789170562416848,0.1425910586158594,0.5910383394007215,0.6972889976320596,-0.11133080482135528,-0.20303261404410486,17.413471716606544,72.48081796655086,44.47582926019361,71.86180200630069,50.20486236023358
Kenya,KEN,2000,2022,30642893.0,10.384895324707031,20.54436683654785,1938.7499661340723,3508.8207998981356,6.967464931971725e-10,4.5882818463023536e-10,0.2508856167218371,0.2352134030497131,0.9782931068809236,0.8098366788858459,-0.341470406941264,-0.06246756540651022,0.0,82.71242535325871,77.35291527732343,51.78108077235861,49.09395958686902
Philippines,PHL,2000,2022,79625401.0,71.46669006347656,150.96302795410156,4109.840167272752,8904.636286360199,9.403076871197967e-10,5.626458863049936e-10,0.2322507456990648,0.2643931954979003,1.112355110052201,1.166662430638811,-0.40163640687826085,0.13839546435938502,0.0,100.0,85.94805812546585,23.08636223437357,47.96120218368657
Brazil,BRA,2000,2022,174018278.0,340.18280029296875,480.0582885742187,9997.386790782975,15156.0425219895,1.358979726127373e-09,1.1707669000800652e-09,0.1438858253556463,0.1286427187495808,0.41117742625667086,0.5160004148246533,-0.13849568351078345,-0.10593890376893436,32.40188114527742,56.00003771133211,48.356526215826214,57.99127196699063,47.88969700632916
Iran,IRN,2000,2022,66418661.0,367.2133483886719,767.178466796875,8966.675028754344,17561.823838428933,2.3449875337767302e-09,2.21988266612815e-09,0.2629398283406981,0.2198143755425647,1.0891900312536178,0.9585658878136718,-0.05334990734346974,-0.16401263007692632,0.0,96.23326252851562,36.192843906209966,66.28751858241804,47.868764058975415
Iraq,IRQ,2000,2022,24424060.0,83.7216567993164,217.64390563964844,3399.075083790328,11972.604266667297,3.886002279136017e-09,1.288767343443009e-09,0.2595112245536958,0.3200625274263766,1.5996129790091005,2.5223123854376817,-0.668356513746167,0.23332826153017533,0.0,100.0,100.0,9.52453406711781,47.38113351677945
Panama,PAN,2000,2022,3010376.0,5.635843753814697,11.70734977722168,9535.847166267602,21533.052625503464,2.100707734207824e-09,1.0813639054766027e-09,0.0934573118640411,0.114248881749984,1.077302048925221,1.258116373936355,-0.48523828999735436,0.22247130236518947,0.0,100.0,97.89118428533635,11.07552823354436,47.34711891545336
India,IND,2000,2022,1057922731.0,987.0650634765624,2831.131591796875,2650.9294276369983,7349.570695488093,1.3283757116865355e-09,9.602175243664027e-10,0.2649553781927452,0.2814392279124989,1.8682319905288587,1.7724505295636628,-0.27714914092543214,0.06221368228940937,0.0,100.0,68.16416298934746,33.969473958655804,47.12520108753345
Chile,CHL,2000,2022,15503638.0,58.50262069702149,85.74378204345703,15050.69448241761,22929.33815086386,1.3173505712293642e-09,1.1230482851300587e-09,0.1903197234040039,0.1702936893287737,0.4656400178637203,0.5234737624665872,-0.1474947446358039,-0.10522311464650282,27.863331844689977,56.67943295150791,49.64210637654341,57.88901637807183,46.929533161110605
Algeria,DZA,2000,2022,30903894.0,84.55245208740234,192.778564453125,6748.474821716642,13101.456657946805,1.438214714976733e-09,1.2323314424511399e-09,0.2818925781943526,0.2625524567253836,1.279987861899602,0.9413952047040645,-0.14315197194246748,-0.0686081258075367,0.0,94.67229133673312,49.02171027749536,52.65830368679096,46.636990811380095
Peru,PER,2000,2022,26598328.0,28.677526473999023,64.78480529785156,4833.4466381871825,10206.81652645241,1.1462144408782884e-09,9.894392897281491e-10,0.1946097290866109,0.1916317456431543,1.2590792604302825,1.111705639990379,-0.13677645784152753,-0.015302335897766167,0.0,100.0,48.110922548789645,45.043190842538024,45.882982220392435
Pakistan,PAK,2000,2022,154879124.0,103.9397201538086,211.96971130371097,2968.757342700363,5411.70028622039,1.052100571153064e-09,7.423986170175056e-10,0.2148605594076229,0.216494167194721,1.0393523379709033,0.8228840088688223,-0.29436535120985285,0.007603106831714599,0.0,83.89854626080202,70.62362160140755,41.77098473832649,45.542107070063636
